Mois;Gare;Prévues;Assurées;Pourcentage de correspondances assurées
2022-10;LIEGE-GUILLEMINS;30658;26187;85.41653075869267
2022-10;NAMUR;20234;17924;88.58357220519918
2022-11;CHARLEROI-SUD;14504;12868;88.72035300606728
2022-11;GENT-SINT-PIETERS;42208;37764;89.47119029567855
2022-11;MONS;7506;6479;86.31761257660538
2022-11;ZOTTEGEM;7420;6924;93.31536388140161
2022-12;CHARLEROI-SUD;14226;12281;86.32785041473359
2022-12;LIEGE-GUILLEMINS;32159;27204;84.59218259274232
2023-01;GENT-SINT-PIETERS;53593;49178;91.76198384117329
2023-01;MECHELEN;36153;32454;89.76848394324122
2023-01;NAMUR;22799;20802;91.24084389666214
2023-02;BRUGGE;13506;12547;92.89945209536502
2023-02;CHARLEROI-SUD;11376;10119;88.95042194092827
2023-02;MECHELEN;31131;26843;86.22594841155119
2023-03;BRUGGE;14157;13203;93.26128417037508
2023-04;GENT-SINT-PIETERS;46207;41497;89.8067392386435
2023-04;MECHELEN;26831;23972;89.34441504230182
2023-05;BRUGGE;14300;13208;92.36363636363636
2023-05;MECHELEN;33014;29489;89.32271157690677
2023-06;BRUGGE;14327;13259;92.54554337963286
2023-06;GENT-SINT-PIETERS;51299;44943;87.60989492972573
2023-06;LEUVEN;41654;36739;88.20041292552936
2023-06;LIEGE-GUILLEMINS;29615;25641;86.5811244301874
2023-06;NAMUR;23958;21583;90.08681859921529
2023-07;ANTWERPEN-CENTRAAL;45448;40415;88.9258053159655
2023-07;BRUGGE;14438;13471;93.30239645380246
2023-07;GENT-SINT-PIETERS;45468;41419;91.09483592856515
2023-07;NAMUR;16954;15754;92.9220243010499
2023-08;LEUVEN;41516;38015;91.56710665767415
2023-08;MECHELEN;33875;31175;92.02952029520294
2023-08;MONS;9333;8704;93.26047358834244
2023-08;NAMUR;18866;17761;94.14290257606275
2023-09;NAMUR;22423;20350;90.7550283191366
2023-10;BRUGGE;14469;13352;92.28004699702814
2023-10;GENT-SINT-PIETERS;47699;41536;87.07939369798109
2023-10;MONS;10334;9384;90.8070447067931
2023-10;NAMUR;24231;22315;92.09277371961537
2023-11;BRUGGE;11793;10591;89.80751293139998
2023-11;CHARLEROI-SUD;12049;10904;90.49713669184165
2023-11;LEUVEN;36818;31280;84.95844423923081
2023-11;MECHELEN;36853;31872;86.48413969012022
2023-11;ZOTTEGEM;7077;6298;88.99251095096793
2023-12;CHARLEROI-SUD;12744;11841;92.91431261770245
2023-12;GENT-SINT-PIETERS;47526;42688;89.82030888355848
2023-12;LEUVEN;40903;36665;89.63890179204459
2023-12;LIEGE-GUILLEMINS;31127;27388;87.98792045491052
2023-12;NAMUR;19596;17719;90.42151459481526
2024-01;MECHELEN;40274;35531;88.22317127675423
2024-01;MONS;9377;8113;86.52020902207529
2024-01;ZOTTEGEM;8327;7704;92.51831391857812
2024-02;LIEGE-GUILLEMINS;34434;30072;87.33228785502702
2024-02;MECHELEN;36789;32811;89.1869852401533
2024-02;MONS;6490;5821;89.69183359013867
2024-02;ZOTTEGEM;8109;7605;93.78468368479467
2024-03;BRUGGE;13201;12367;93.6822967956973
2024-03;CHARLEROI-SUD;15646;14758;94.32442796880991
2024-03;MONS;6774;6335;93.5193386477709
2024-04;CHARLEROI-SUD;15496;14528;93.75322663913268
2024-04;GENT-SINT-PIETERS;43078;39510;91.71734992339478
2024-04;LEUVEN;45591;41343;90.68237152069487
2024-04;LIEGE-GUILLEMINS;32923;29450;89.45114357743826
2024-04;NAMUR;19145;17570;91.77330895795247
2024-04;ZOTTEGEM;7105;6556;92.27304714989444
2024-05;BRUGGE;15633;14790;94.60756092880446
2024-05;CHARLEROI-SUD;14479;13506;93.27992264659161
2024-05;LEUVEN;42846;38083;88.88344302852074
2024-05;MECHELEN;40428;36420;90.08607895517959
2024-05;MONS;6510;5976;91.79723502304148
