Mois;Ligne;Instant;Instant;Instant;Ponctualité;Nombre de trains comptabilisés;Nombre de trains arrivés à Bruxelles avec moins de 6 min. de retard;Minutes de retard
2023-04;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;84.9083215796897;709;602;2129
2023-04;36-36C;Weekends;Weekends;Weekends;92.15584415584416;1925;1774;3323
2023-04;50;Ochtendspits;Pointe du matin;Morning peak hour;93.10344827586206;87;81;251
2023-04;60;Daluren;Heures creuses;Off-peak hours;91.81818181818183;550;505;1028
2023-04;89;Weekends;Weekends;Weekends;93.12169312169311;378;352;681
2023-04;94;Ochtendspits;Pointe du matin;Morning peak hour;83.33333333333334;228;190;837
2023-04;96;Weekends;Weekends;Weekends;97.14285714285714;700;680;708
2023-04;96;Daluren;Heures creuses;Off-peak hours;88.40885142255004;949;839;2423
2023-04;124;Ochtendspits;Pointe du matin;Morning peak hour;64.1025641025641;156;100;980
2023-04;161;Ochtendspits;Pointe du matin;Morning peak hour;82.3170731707317;164;135;585
2023-04;162;Weekends;Weekends;Weekends;90.86021505376344;186;169;341
2023-05;25-27;Weekends;Weekends;Weekends;95.46979865771812;596;569;560
2023-05;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;91.35200974421437;821;750;1651
2023-05;36-36C;Avondspits;Pointe du soir;Evening peak hour;87.12328767123287;730;636;1929
2023-05;89;Weekends;Weekends;Weekends;94.21221864951768;311;293;529
2023-05;94;Weekends;Weekends;Weekends;90.82969432314411;229;208;385
2023-05;161;Ochtendspits;Pointe du matin;Morning peak hour;91.09947643979058;191;174;350
2023-05;161;Avondspits;Pointe du soir;Evening peak hour;76.30057803468208;173;132;562
2023-05;161;Weekends;Weekends;Weekends;95.03105590062113;322;306;415
2023-05;161;Daluren;Heures creuses;Off-peak hours;84.7926267281106;651;552;1836
2023-05;162;Daluren;Heures creuses;Off-peak hours;85.5072463768116;276;236;764
2023-06;25-27;Avondspits;Pointe du soir;Evening peak hour;80.47493403693932;379;305;1399
2023-06;25-27;Weekends;Weekends;Weekends;93.91143911439114;542;509;691
2023-06;36-36C;Daluren;Heures creuses;Off-peak hours;90.0625;3200;2882;7276
2023-06;50;Avondspits;Pointe du soir;Evening peak hour;87.09677419354838;62;54;149
2023-06;50;Weekends;Weekends;Weekends;92.6829268292683;123;114;453
2023-06;50;Daluren;Heures creuses;Off-peak hours;95.52845528455285;246;235;489
2023-06;60;Ochtendspits;Pointe du matin;Morning peak hour;88.64864864864866;185;164;425
2023-06;60;Avondspits;Pointe du soir;Evening peak hour;87.63440860215054;186;163;440
2023-06;60;Weekends;Weekends;Weekends;95.45454545454545;286;273;451
2023-06;60;Daluren;Heures creuses;Off-peak hours;90.69767441860465;645;585;1331
2023-06;89;Ochtendspits;Pointe du matin;Morning peak hour;93.92712550607287;247;232;394
2023-06;94;Ochtendspits;Pointe du matin;Morning peak hour;81.3953488372093;301;245;919
2023-06;94;Weekends;Weekends;Weekends;94.0711462450593;253;238;265
2023-06;94;Daluren;Heures creuses;Off-peak hours;88.61111111111111;720;638;1792
2023-06;96;Ochtendspits;Pointe du matin;Morning peak hour;77.91878172588832;394;307;1362
2023-06;96;Weekends;Weekends;Weekends;95.43650793650794;504;481;659
2023-06;96;Daluren;Heures creuses;Off-peak hours;89.98194945848375;1108;997;2529
2023-06;124;Ochtendspits;Pointe du matin;Morning peak hour;89.35361216730038;263;235;579
2023-06;161;Ochtendspits;Pointe du matin;Morning peak hour;90.04975124378109;201;181;431
2023-06;161;Weekends;Weekends;Weekends;91.14583333333334;192;175;326
2023-06;162;Weekends;Weekends;Weekends;89.5104895104895;143;128;299
2023-07;36-36C;Weekends;Weekends;Weekends;92.47434435575826;1754;1622;3092
2023-07;50A;Ochtendspits;Pointe du matin;Morning peak hour;93.50393700787401;508;475;668
2023-07;50;Ochtendspits;Pointe du matin;Morning peak hour;96.0;100;96;120
2023-07;50;Weekends;Weekends;Weekends;95.40816326530613;196;187;297
2023-07;50;Daluren;Heures creuses;Off-peak hours;99.16666666666667;240;238;228
2023-07;60;Weekends;Weekends;Weekends;97.52066115702479;363;354;272
2023-07;89;Avondspits;Pointe du soir;Evening peak hour;90.39301310043668;229;207;513
2023-07;94;Avondspits;Pointe du soir;Evening peak hour;86.4406779661017;177;153;467
2023-07;94;Weekends;Weekends;Weekends;94.09937888198758;322;303;439
2023-07;96;Avondspits;Pointe du soir;Evening peak hour;82.5503355704698;298;246;1070
2023-07;96;Weekends;Weekends;Weekends;95.62289562289563;594;568;804
2023-07;161;Ochtendspits;Pointe du matin;Morning peak hour;98.47715736040608;197;194;216
2023-07;161;Avondspits;Pointe du soir;Evening peak hour;86.4406779661017;177;153;405
2023-07;162;Avondspits;Pointe du soir;Evening peak hour;92.98245614035088;57;53;102
2023-08;25-27;Avondspits;Pointe du soir;Evening peak hour;88.14814814814815;405;357;995
2023-08;36-36C;Avondspits;Pointe du soir;Evening peak hour;91.65659008464328;827;758;1442
2023-08;50;Daluren;Heures creuses;Off-peak hours;98.86363636363636;264;261;328
2023-08;60;Avondspits;Pointe du soir;Evening peak hour;93.717277486911;191;179;371
2023-08;60;Weekends;Weekends;Weekends;97.85407725321889;233;228;160
2023-08;89;Weekends;Weekends;Weekends;93.00411522633745;243;226;438
2023-08;94;Ochtendspits;Pointe du matin;Morning peak hour;88.73239436619718;284;252;646
2023-08;94;Avondspits;Pointe du soir;Evening peak hour;91.91919191919192;198;182;397
2023-08;94;Weekends;Weekends;Weekends;95.1219512195122;287;273;252
2023-08;94;Daluren;Heures creuses;Off-peak hours;90.82568807339449;763;693;1463
2023-08;96;Weekends;Weekends;Weekends;95.44592030360532;527;503;821
2023-08;124;Avondspits;Pointe du soir;Evening peak hour;92.3076923076923;260;240;476
2023-08;124;Daluren;Heures creuses;Off-peak hours;90.91869060190075;947;861;1925
2023-08;161;Avondspits;Pointe du soir;Evening peak hour;91.28205128205128;195;178;380
2023-08;162;Weekends;Weekends;Weekends;95.65217391304348;46;44;63
2023-09;25-27;Weekends;Weekends;Weekends;95.54367201426025;561;536;601
2023-09;50A;Daluren;Heures creuses;Off-peak hours;88.6829913964262;1511;1340;3547
2023-09;60;Ochtendspits;Pointe du matin;Morning peak hour;83.87096774193549;186;156;506
2023-09;89;Ochtendspits;Pointe du matin;Morning peak hour;89.7119341563786;243;218;520
2023-09;94;Ochtendspits;Pointe du matin;Morning peak hour;80.53691275167785;298;240;930
2023-09;94;Avondspits;Pointe du soir;Evening peak hour;70.43010752688173;186;131;792
2023-09;96;Weekends;Weekends;Weekends;93.87755102040816;539;506;1089
2023-09;96;Daluren;Heures creuses;Off-peak hours;88.25622775800713;1124;992;3068
2023-09;162;Ochtendspits;Pointe du matin;Morning peak hour;85.71428571428571;77;66;293
2023-09;162;Avondspits;Pointe du soir;Evening peak hour;88.52459016393442;61;54;117
2023-09;162;Daluren;Heures creuses;Off-peak hours;83.03886925795054;283;235;1086
2023-10;25-27;Daluren;Heures creuses;Off-peak hours;85.4066985645933;1672;1428;5004
2023-10;36-36C;Avondspits;Pointe du soir;Evening peak hour;86.56174334140437;826;715;2157
2023-10;36-36C;Daluren;Heures creuses;Off-peak hours;88.61209964412812;3372;2988;8880
2023-10;50A;Ochtendspits;Pointe du matin;Morning peak hour;81.59722222222221;576;470;1824
2023-10;50;Ochtendspits;Pointe du matin;Morning peak hour;83.4862385321101;109;91;413
2023-10;60;Ochtendspits;Pointe du matin;Morning peak hour;80.20304568527918;197;158;716
2023-10;60;Avondspits;Pointe du soir;Evening peak hour;86.86868686868688;198;172;575
2023-10;60;Daluren;Heures creuses;Off-peak hours;89.02077151335311;674;600;1704
2023-10;89;Avondspits;Pointe du soir;Evening peak hour;74.32950191570882;261;194;1121
2023-10;94;Ochtendspits;Pointe du matin;Morning peak hour;81.08108108108108;296;240;1095
2023-10;94;Weekends;Weekends;Weekends;93.12714776632302;291;271;436
2023-10;124;Daluren;Heures creuses;Off-peak hours;87.94023479188901;937;824;2474
2023-10;161;Ochtendspits;Pointe du matin;Morning peak hour;85.25345622119815;217;185;653
2023-10;161;Avondspits;Pointe du soir;Evening peak hour;87.5;192;168;518
2023-10;161;Weekends;Weekends;Weekends;90.09009009009009;222;200;432
2023-10;162;Ochtendspits;Pointe du matin;Morning peak hour;80.45977011494253;87;70;419
2023-11;25-27;Avondspits;Pointe du soir;Evening peak hour;70.27707808564232;397;279;1883
2023-11;36-36C;Weekends;Weekends;Weekends;91.51009046624912;1437;1315;2468
2023-11;36-36C;Daluren;Heures creuses;Off-peak hours;85.17217146872804;2846;2424;9286
2023-11;50A;Avondspits;Pointe du soir;Evening peak hour;74.25149700598801;334;248;1390
2023-11;50A;Daluren;Heures creuses;Off-peak hours;81.2781954887218;1330;1081;4547
2023-11;60;Ochtendspits;Pointe du matin;Morning peak hour;75.0;168;126;735
2023-11;60;Avondspits;Pointe du soir;Evening peak hour;80.23952095808383;167;134;611
2023-11;89;Weekends;Weekends;Weekends;89.6103896103896;308;276;723
2023-11;96;Avondspits;Pointe du soir;Evening peak hour;59.19117647058824;272;161;1689
2023-11;124;Avondspits;Pointe du soir;Evening peak hour;70.17543859649122;228;160;1012
2023-11;124;Weekends;Weekends;Weekends;86.01398601398601;286;246;846
2023-11;124;Daluren;Heures creuses;Off-peak hours;82.66331658291458;796;658;2636
2023-11;161;Ochtendspits;Pointe du matin;Morning peak hour;76.37362637362637;182;139;588
2023-11;161;Daluren;Heures creuses;Off-peak hours;84.71544715447155;615;521;1680
2023-12;25-27;Avondspits;Pointe du soir;Evening peak hour;76.88172043010752;372;286;1871
2023-12;25-27;Daluren;Heures creuses;Off-peak hours;85.23845571536714;1321;1126;3663
2023-12;50A;Weekends;Weekends;Weekends;95.4983922829582;933;891;1177
2023-12;60;Ochtendspits;Pointe du matin;Morning peak hour;78.48837209302324;172;135;596
2023-12;89;Weekends;Weekends;Weekends;95.11111111111111;225;214;252
2023-12;94;Avondspits;Pointe du soir;Evening peak hour;84.11764705882354;170;143;573
2023-12;96;Avondspits;Pointe du soir;Evening peak hour;76.97841726618705;278;214;1109
2023-12;96;Weekends;Weekends;Weekends;95.50387596899225;645;616;907
2023-12;124;Ochtendspits;Pointe du matin;Morning peak hour;82.78688524590164;244;202;725
2023-12;161;Daluren;Heures creuses;Off-peak hours;84.38538205980066;602;508;1538
2023-12;162;Avondspits;Pointe du soir;Evening peak hour;84.21052631578947;57;48;188
2024-01;36-36C;Avondspits;Pointe du soir;Evening peak hour;87.38965952080706;793;693;2308
2024-01;50A;Ochtendspits;Pointe du matin;Morning peak hour;76.01410934744268;567;431;2471
2024-01;50A;Avondspits;Pointe du soir;Evening peak hour;85.37234042553192;376;321;1161
2024-01;50;Ochtendspits;Pointe du matin;Morning peak hour;90.9090909090909;88;80;233
2024-01;60;Ochtendspits;Pointe du matin;Morning peak hour;79.47368421052632;190;151;673
2024-01;60;Weekends;Weekends;Weekends;97.64309764309765;297;290;215
2024-01;89;Avondspits;Pointe du soir;Evening peak hour;83.203125;256;213;979
2024-01;89;Weekends;Weekends;Weekends;93.87755102040816;147;138;167
2024-01;94;Avondspits;Pointe du soir;Evening peak hour;78.91891891891892;185;146;708
2024-01;94;Weekends;Weekends;Weekends;96.91780821917808;292;283;272
2024-01;96;Weekends;Weekends;Weekends;93.71428571428572;525;492;751
2024-01;124;Weekends;Weekends;Weekends;93.40277777777779;288;269;477
2024-01;124;Daluren;Heures creuses;Off-peak hours;86.16904500548847;911;785;2651
2024-01;161;Ochtendspits;Pointe du matin;Morning peak hour;79.6116504854369;206;164;862
2024-01;161;Weekends;Weekends;Weekends;97.76357827476039;313;306;180
2024-01;162;Daluren;Heures creuses;Off-peak hours;80.38461538461539;260;209;995
2024-02;25-27;Avondspits;Pointe du soir;Evening peak hour;86.69623059866962;451;391;1149
2024-02;25-27;Daluren;Heures creuses;Off-peak hours;88.41019417475728;1648;1457;3793
2024-02;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;89.337822671156;891;796;1934
2024-02;36-36C;Weekends;Weekends;Weekends;95.03437738731857;1309;1244;1828
2024-02;36-36C;Daluren;Heures creuses;Off-peak hours;89.40770918207458;3191;2853;6831
2024-02;50A;Ochtendspits;Pointe du matin;Morning peak hour;83.15217391304348;552;459;1579
2024-02;50;Avondspits;Pointe du soir;Evening peak hour;90.47619047619048;63;57;180
2024-02;50;Weekends;Weekends;Weekends;94.44444444444444;108;102;206
2024-02;50;Daluren;Heures creuses;Off-peak hours;97.21115537848605;251;244;386
2024-02;60;Ochtendspits;Pointe du matin;Morning peak hour;89.83957219251337;187;168;367
2024-02;60;Avondspits;Pointe du soir;Evening peak hour;81.72043010752688;186;152;519
2024-02;60;Daluren;Heures creuses;Off-peak hours;91.48606811145511;646;591;1122
2024-02;89;Ochtendspits;Pointe du matin;Morning peak hour;87.64940239043824;251;220;588
2024-02;89;Daluren;Heures creuses;Off-peak hours;93.28621908127208;849;792;1299
2024-02;94;Ochtendspits;Pointe du matin;Morning peak hour;81.33802816901408;284;231;853
2024-02;94;Avondspits;Pointe du soir;Evening peak hour;85.1063829787234;188;160;504
2024-02;94;Weekends;Weekends;Weekends;95.34883720930233;258;246;268
2024-02;94;Daluren;Heures creuses;Off-peak hours;88.55172413793103;725;642;1881
2024-02;96;Avondspits;Pointe du soir;Evening peak hour;56.12903225806451;310;174;1850
2024-02;96;Weekends;Weekends;Weekends;95.32908704883228;471;449;578
2024-02;124;Weekends;Weekends;Weekends;93.6046511627907;344;322;498
2024-02;124;Daluren;Heures creuses;Off-peak hours;88.95027624309392;905;805;2220
2024-02;161;Avondspits;Pointe du soir;Evening peak hour;90.86021505376344;186;169;492
2024-02;161;Weekends;Weekends;Weekends;96.37096774193549;248;239;216
2024-03;36-36C;Weekends;Weekends;Weekends;94.48233106013639;1613;1524;2280
2024-03;36-36C;Daluren;Heures creuses;Off-peak hours;92.40271772699197;3238;2992;5412
2024-03;50A;Avondspits;Pointe du soir;Evening peak hour;84.93150684931507;365;310;963
2024-03;50;Avondspits;Pointe du soir;Evening peak hour;98.33333333333333;60;59;109
2024-03;60;Ochtendspits;Pointe du matin;Morning peak hour;88.77005347593582;187;166;403
2024-03;60;Avondspits;Pointe du soir;Evening peak hour;86.70212765957447;188;163;493
2024-03;89;Daluren;Heures creuses;Off-peak hours;94.12455934195064;851;801;1199
2024-03;94;Daluren;Heures creuses;Off-peak hours;92.87671232876711;730;678;1232
2024-03;96;Ochtendspits;Pointe du matin;Morning peak hour;74.87046632124353;386;289;1481
2024-03;124;Avondspits;Pointe du soir;Evening peak hour;91.53225806451613;248;227;542
2024-03;124;Weekends;Weekends;Weekends;87.55868544600939;426;373;1100
2024-03;124;Daluren;Heures creuses;Off-peak hours;89.08296943231441;916;816;2108
2024-03;161;Avondspits;Pointe du soir;Evening peak hour;93.95604395604396;182;171;373
2024-03;161;Daluren;Heures creuses;Off-peak hours;90.67055393586006;686;622;1430
2024-03;162;Ochtendspits;Pointe du matin;Morning peak hour;84.21052631578947;76;64;195
2024-03;162;Daluren;Heures creuses;Off-peak hours;90.37800687285224;291;263;783
2024-04;25-27;Avondspits;Pointe du soir;Evening peak hour;89.46135831381733;427;382;962
2024-04;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;89.87951807228916;830;746;1710
2024-04;36-36C;Daluren;Heures creuses;Off-peak hours;91.30019120458891;3138;2865;5410
2024-04;50A;Ochtendspits;Pointe du matin;Morning peak hour;83.97683397683397;518;435;1636
2024-04;50;Ochtendspits;Pointe du matin;Morning peak hour;95.1219512195122;82;78;159
2024-04;60;Weekends;Weekends;Weekends;98.9795918367347;294;291;121
2024-04;89;Ochtendspits;Pointe du matin;Morning peak hour;82.38636363636364;176;145;551
2024-04;89;Daluren;Heures creuses;Off-peak hours;86.37110016420363;609;526;1593
2024-04;94;Avondspits;Pointe du soir;Evening peak hour;78.52760736196319;163;128;543
2024-04;96;Avondspits;Pointe du soir;Evening peak hour;74.79674796747967;246;184;1087
2024-04;124;Avondspits;Pointe du soir;Evening peak hour;85.54216867469879;249;213;649
2024-04;161;Avondspits;Pointe du soir;Evening peak hour;87.83068783068782;189;166;452
2024-04;161;Weekends;Weekends;Weekends;98.23788546255507;227;223;133
2024-04;162;Weekends;Weekends;Weekends;88.0;75;66;190
2024-04;162;Daluren;Heures creuses;Off-peak hours;89.91935483870968;248;223;635
2024-05;25-27;Ochtendspits;Pointe du matin;Morning peak hour;92.8921568627451;408;379;715
2024-05;25-27;Weekends;Weekends;Weekends;91.40625;640;585;1049
2024-05;25-27;Daluren;Heures creuses;Off-peak hours;83.31210191082803;1570;1308;4660
2024-05;50A;Weekends;Weekends;Weekends;96.68094218415418;934;903;933
2024-05;50A;Daluren;Heures creuses;Off-peak hours;93.86331938633194;1434;1346;2071
2024-05;60;Avondspits;Pointe du soir;Evening peak hour;87.15083798882681;179;156;463
2024-05;89;Avondspits;Pointe du soir;Evening peak hour;81.35593220338984;177;144;546
2024-05;89;Weekends;Weekends;Weekends;89.47368421052632;152;136;347
2024-05;94;Avondspits;Pointe du soir;Evening peak hour;84.90566037735849;159;135;535
2024-05;96;Avondspits;Pointe du soir;Evening peak hour;76.47058823529412;238;182;989
2024-05;161;Ochtendspits;Pointe du matin;Morning peak hour;92.06349206349206;189;174;315
2024-05;161;Avondspits;Pointe du soir;Evening peak hour;84.61538461538461;169;143;606
2024-05;161;Weekends;Weekends;Weekends;96.7479674796748;369;357;344
2024-05;162;Ochtendspits;Pointe du matin;Morning peak hour;77.96610169491525;59;46;210
2024-05;162;Weekends;Weekends;Weekends;91.86046511627907;86;79;160
2017-12;94;Ochtendspits;Pointe du matin;Morning peak hour;69.23076923076923;286;198;1221
2017-12;94;Weekends;Weekends;Weekends;97.15099715099716;351;341;223
2017-12;96;Daluren;Heures creuses;Off-peak hours;90.8745247148289;1052;956;2258
2017-12;124;Weekends;Weekends;Weekends;94.0909090909091;440;414;687
2017-12;161;Ochtendspits;Pointe du matin;Morning peak hour;70.04608294930875;217;152;1160
2017-12;161;Avondspits;Pointe du soir;Evening peak hour;78.3625730994152;171;134;671
2017-12;162;Weekends;Weekends;Weekends;88.17204301075269;186;164;423
2018-01;50A;Ochtendspits;Pointe du matin;Morning peak hour;66.55948553054662;622;414;2948
2018-01;50A;Avondspits;Pointe du soir;Evening peak hour;89.03061224489795;392;349;864
2018-01;50;Ochtendspits;Pointe du matin;Morning peak hour;89.0909090909091;110;98;291
2018-01;50;Weekends;Weekends;Weekends;99.38271604938271;162;161;155
2018-01;60;Weekends;Weekends;Weekends;98.64864864864865;296;292;219
2018-01;89;Avondspits;Pointe du soir;Evening peak hour;93.93939393939394;132;124;241
2018-01;89;Weekends;Weekends;Weekends;90.78947368421053;152;138;284
2018-01;94;Daluren;Heures creuses;Off-peak hours;93.4640522875817;765;715;1044
2018-01;96;Ochtendspits;Pointe du matin;Morning peak hour;67.84869976359337;423;287;2569
2018-01;96;Daluren;Heures creuses;Off-peak hours;93.90142021720969;1197;1124;1841
2018-01;124;Ochtendspits;Pointe du matin;Morning peak hour;74.20382165605095;314;233;1886
2018-01;161;Ochtendspits;Pointe du matin;Morning peak hour;80.0;240;192;835
2018-01;162;Avondspits;Pointe du soir;Evening peak hour;95.45454545454545;66;63;84
