FID,the_geom,code,timestamp,air_pressure,air_temperature,relative_humidity,precipitation,wind_speed,wind_direction,qc_flags
aws_10min.fid--18bb3085_190319152d2_-7d9a,POINT (4.358 50.797),6447,2024-06-11T09:00:00,1004.48,14.61,55.06,0,,245.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d99,POINT (4.358 50.797),6447,2024-06-11T09:10:00,1004.5,14.63,55.08,0,,241.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d98,POINT (5.255 50.194),6472,2024-06-11T09:10:00,982.7,12.01,60.94,0,2.35,287.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d97,POINT (3.202 51.348),6418,2024-06-11T09:10:00,1015.4,13.73,72.51,0,4.91,316.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d96,POINT (3.202 51.348),6418,2024-06-11T09:20:00,1015.48,13.7,72.09,0,5.76,301,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d95,POINT (5.255 50.194),6472,2024-06-11T09:20:00,982.82,11.79,55.85,0,2.52,284,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d94,POINT (4.358 50.797),6447,2024-06-11T09:20:00,1004.6,13.79,55.88,0,,247.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d93,POINT (5.255 50.194),6472,2024-06-11T09:30:00,982.94,11.41,58.44,0,2.62,294.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d92,POINT (4.358 50.797),6447,2024-06-11T09:30:00,1004.6,13.94,58.15,0,,250.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d91,POINT (3.202 51.348),6418,2024-06-11T09:30:00,1015.52,13.91,71.98,0,4.99,306.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d90,POINT (4.358 50.797),6447,2024-06-11T09:40:00,1004.72,14.15,57.17,0,,259.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d8f,POINT (3.202 51.348),6418,2024-06-11T09:40:00,1015.64,14.07,71.4,0,5.79,306,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d8e,POINT (5.255 50.194),6472,2024-06-11T09:40:00,982.94,11.33,60.24,0,2.26,276.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d8d,POINT (4.358 50.797),6447,2024-06-11T09:50:00,1004.72,14.04,53,0,,294.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d8c,POINT (5.255 50.194),6472,2024-06-11T09:50:00,982.92,11.86,59.49,0,1.74,231.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d8b,POINT (3.202 51.348),6418,2024-06-11T09:50:00,1015.64,14.12,70.64,0,5.16,312.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d8a,POINT (4.358 50.797),6447,2024-06-11T10:00:00,1004.84,14.12,54.79,0,,278,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d89,POINT (5.255 50.194),6472,2024-06-11T10:00:00,982.81,12.74,59.29,0,2.33,240.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d88,POINT (3.202 51.348),6418,2024-06-11T10:00:00,1015.85,14.15,69.48,0,5.74,304.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d87,POINT (5.255 50.194),6472,2024-06-11T10:10:00,982.83,12.84,57.94,0,2.08,211.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d86,POINT (3.202 51.348),6418,2024-06-11T10:10:00,1015.88,14.11,67.47,0,5.24,287.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d85,POINT (4.358 50.797),6447,2024-06-11T10:10:00,1004.72,14.54,53.42,0,,309.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d84,POINT (4.358 50.797),6447,2024-06-11T10:20:00,1004.72,14.89,51.87,0,,290.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d83,POINT (5.255 50.194),6472,2024-06-11T10:20:00,982.7,12.72,55.62,0,2.26,204,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d82,POINT (3.202 51.348),6418,2024-06-11T10:20:00,1015.77,14.06,66.38,0,5.48,310.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d81,POINT (5.255 50.194),6472,2024-06-11T10:30:00,982.7,12.45,53.39,0,1.39,272.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d80,POINT (3.202 51.348),6418,2024-06-11T10:30:00,1015.88,13.81,65.88,0,5.47,305.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d7f,POINT (4.358 50.797),6447,2024-06-11T10:30:00,1004.62,14.78,49.69,0,,305.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d7e,POINT (5.255 50.194),6472,2024-06-11T10:40:00,982.78,12.2,55.02,0,2.34,280.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d7d,POINT (3.202 51.348),6418,2024-06-11T10:40:00,1015.91,14,65.22,0,4.86,312.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d7c,POINT (4.358 50.797),6447,2024-06-11T10:40:00,1004.84,14.88,50.23,0,,328.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d7b,POINT (5.255 50.194),6472,2024-06-11T10:50:00,982.7,12.44,55.07,0,1.85,290.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d7a,POINT (3.202 51.348),6418,2024-06-11T10:50:00,1016.12,14.06,64.65,0,5.3,316.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d79,POINT (4.358 50.797),6447,2024-06-11T10:50:00,1005.46,13.07,57.29,0,,307.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d78,POINT (4.358 50.797),6447,2024-06-11T11:00:00,1005.8,11.49,71.27,0.85,,282.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d77,POINT (3.202 51.348),6418,2024-06-11T11:00:00,1016.03,14.25,64.52,0,5.26,318.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d76,POINT (5.255 50.194),6472,2024-06-11T11:00:00,982.7,12.76,52.77,0,1.5,328.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d75,POINT (3.202 51.348),6418,2024-06-11T11:10:00,1016.23,14.25,64.66,0,5.64,323.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d74,POINT (5.255 50.194),6472,2024-06-11T11:10:00,982.7,12.65,52.07,0,1.4,18.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d73,POINT (4.358 50.797),6447,2024-06-11T11:10:00,1005.8,10.33,80.83,0.49,,302.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d72,POINT (3.202 51.348),6418,2024-06-11T11:20:00,1016.22,14.38,63.61,0,6.01,319.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d71,POINT (4.358 50.797),6447,2024-06-11T11:20:00,1005.92,10.28,83.87,0.06,,305.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d70,POINT (5.255 50.194),6472,2024-06-11T11:20:00,982.69,13.31,51.66,0,1.28,324.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d6f,POINT (3.202 51.348),6418,2024-06-11T11:30:00,1016.24,14.34,61.66,0,5.65,322.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d6e,POINT (4.358 50.797),6447,2024-06-11T11:30:00,1005.93,10.52,81.69,0,,309.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d6d,POINT (5.255 50.194),6472,2024-06-11T11:30:00,982.7,13.16,50.97,0,1.85,20.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d6c,POINT (5.255 50.194),6472,2024-06-11T11:40:00,982.7,13.24,52.03,0,2.7,332,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d6b,POINT (4.358 50.797),6447,2024-06-11T11:40:00,1005.8,10.42,80.76,0,,286.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d6a,POINT (3.202 51.348),6418,2024-06-11T11:40:00,1016.12,14.41,63.23,0,4.99,324.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d69,POINT (4.358 50.797),6447,2024-06-11T11:50:00,1005.68,10.7,80.33,0,,283,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d68,POINT (5.255 50.194),6472,2024-06-11T11:50:00,982.58,13.72,51.04,0,1.96,331.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d67,POINT (3.202 51.348),6418,2024-06-11T11:50:00,1016.18,14.39,63.82,0,4.96,328.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d66,POINT (5.255 50.194),6472,2024-06-11T12:00:00,982.57,14.53,45.72,0,1.25,255.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d65,POINT (4.358 50.797),6447,2024-06-11T12:00:00,1005.44,11.79,77.28,0,,10,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d64,POINT (3.202 51.348),6418,2024-06-11T12:00:00,1016.22,14.53,62.73,0,5.64,324.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d63,POINT (3.202 51.348),6418,2024-06-11T12:10:00,1016.36,14.69,62.04,0,4.81,324.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d62,POINT (4.358 50.797),6447,2024-06-11T12:10:00,1005.44,12.43,72.07,0,,271.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d61,POINT (5.255 50.194),6472,2024-06-11T12:10:00,982.58,14.64,43.33,0,1.95,310.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d60,POINT (5.255 50.194),6472,2024-06-11T12:20:00,982.66,13.9,40.18,0,2.12,329.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d5f,POINT (3.202 51.348),6418,2024-06-11T12:20:00,1016.39,14.61,62.32,0,5.27,325.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d5e,POINT (4.358 50.797),6447,2024-06-11T12:20:00,1005.54,12.68,69.19,0,,271.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d5d,POINT (4.358 50.797),6447,2024-06-11T12:30:00,1005.54,12.81,68.94,0,,254,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d5c,POINT (5.255 50.194),6472,2024-06-11T12:30:00,982.7,13.22,46.3,0,3.74,306.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d5b,POINT (3.202 51.348),6418,2024-06-11T12:30:00,1016.47,14.72,60.78,0,4.89,313.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d5a,POINT (3.202 51.348),6418,2024-06-11T12:40:00,1016.48,14.85,59.58,0,5.18,321.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d59,POINT (4.358 50.797),6447,2024-06-11T12:40:00,1005.58,12.9,69.42,0,,259.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d58,POINT (5.255 50.194),6472,2024-06-11T12:40:00,982.7,12.94,48.63,0,3.27,303.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d57,POINT (5.255 50.194),6472,2024-06-11T12:50:00,982.82,13,49.45,0,2.72,311.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d56,POINT (4.358 50.797),6447,2024-06-11T12:50:00,1005.68,12.83,69,0,,250,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d55,POINT (3.202 51.348),6418,2024-06-11T12:50:00,1016.48,14.76,58.16,0,5.71,318.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d54,POINT (4.358 50.797),6447,2024-06-11T13:00:00,1005.68,13,67.54,0,,249,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d53,POINT (3.202 51.348),6418,2024-06-11T13:00:00,1016.68,14.77,57.56,0,5.45,321.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d52,POINT (5.255 50.194),6472,2024-06-11T13:00:00,982.83,13.69,51.46,0,2.29,317.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d51,POINT (4.358 50.797),6447,2024-06-11T13:10:00,1005.8,13.24,65.01,0,,265.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d50,POINT (5.255 50.194),6472,2024-06-11T13:10:00,982.77,14.65,45.54,0,2.75,325.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d4f,POINT (3.202 51.348),6418,2024-06-11T13:10:00,1016.82,14.85,59.26,0,4.96,323.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d4e,POINT (5.255 50.194),6472,2024-06-11T13:20:00,982.71,14.85,43.1,0,2.16,326.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d4d,POINT (4.358 50.797),6447,2024-06-11T13:20:00,1005.68,13.69,61.19,0,,241,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d4c,POINT (3.202 51.348),6418,2024-06-11T13:20:00,1016.84,14.63,58.8,0,4.64,323.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d4b,POINT (4.358 50.797),6447,2024-06-11T13:30:00,1005.68,14.38,59.39,0,,241.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d4a,POINT (3.202 51.348),6418,2024-06-11T13:30:00,1016.84,14.79,60.06,0,5.21,326.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d49,POINT (5.255 50.194),6472,2024-06-11T13:30:00,982.71,14.84,42.22,0,1.74,317.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d48,POINT (5.255 50.194),6472,2024-06-11T13:40:00,982.79,14.18,42.76,0,2.49,314.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d47,POINT (3.202 51.348),6418,2024-06-11T13:40:00,1016.84,14.73,59.45,0,5.02,323.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d46,POINT (4.358 50.797),6447,2024-06-11T13:40:00,1005.68,14.6,54.64,0,,262.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d45,POINT (4.358 50.797),6447,2024-06-11T13:50:00,1005.68,14.41,54.65,0,,259.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d44,POINT (3.202 51.348),6418,2024-06-11T13:50:00,1016.84,14.66,59.26,0,4.92,326,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d43,POINT (5.255 50.194),6472,2024-06-11T13:50:00,982.89,13.75,43.19,0,2.08,345.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d42,POINT (3.202 51.348),6418,2024-06-11T14:00:00,1016.91,14.75,58.78,0,5.04,316.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d41,POINT (4.358 50.797),6447,2024-06-11T14:00:00,1005.68,14.38,54.5,0,,265.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d40,POINT (5.255 50.194),6472,2024-06-11T14:00:00,983.06,13.18,48.85,0,4.58,346.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d3f,POINT (4.358 50.797),6447,2024-06-11T14:10:00,1005.68,14.53,54.91,0,,269.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d3e,POINT (3.202 51.348),6418,2024-06-11T14:10:00,1016.95,14.99,59.2,0,4.78,327.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d3d,POINT (5.255 50.194),6472,2024-06-11T14:10:00,983.18,12.82,52.04,0,4.88,331.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d3c,POINT (4.358 50.797),6447,2024-06-11T14:20:00,1005.63,14.61,53.99,0,,284.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d3b,POINT (3.202 51.348),6418,2024-06-11T14:20:00,1017.07,14.81,58.71,0,5.13,324.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d3a,POINT (5.255 50.194),6472,2024-06-11T14:20:00,983.18,13.35,56.66,0,5.27,337.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d39,POINT (3.202 51.348),6418,2024-06-11T14:30:00,1017.08,14.71,58.17,0,5.28,322.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d38,POINT (5.255 50.194),6472,2024-06-11T14:30:00,983.18,13.72,57.49,0,5.45,352.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d37,POINT (4.358 50.797),6447,2024-06-11T14:30:00,1005.61,14.62,54.07,0,,303.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d36,POINT (4.358 50.797),6447,2024-06-11T14:40:00,1005.64,14.86,56.42,0,,294.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
