FID,the_geom,code,timestamp,air_pressure,air_temperature,relative_humidity,precipitation,wind_speed,wind_direction,qc_flags
aws_10min.fid--18bb3085_190319152d2_-7dff,POINT (4.358 50.797),6447,2024-06-11T03:30:00,1003.16,7.54,97.07,0,,246.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dfe,POINT (5.255 50.194),6472,2024-06-11T03:30:00,981.14,5.49,92.7,0,2.64,208.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dfd,POINT (3.202 51.348),6418,2024-06-11T03:30:00,1013.62,12.19,62.04,0,4.45,293.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dfc,POINT (5.255 50.194),6472,2024-06-11T03:40:00,981.14,5.59,92.86,0,2.28,210.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dfb,POINT (3.202 51.348),6418,2024-06-11T03:40:00,1013.72,12.27,60.97,0,5.54,297.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dfa,POINT (4.358 50.797),6447,2024-06-11T03:40:00,1003.28,7.69,96.05,0,,244.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7df9,POINT (5.255 50.194),6472,2024-06-11T03:50:00,981.26,5.62,93,0,2.38,209.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7df8,POINT (3.202 51.348),6418,2024-06-11T03:50:00,1013.84,12.36,60.94,0,5.02,299.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7df7,POINT (4.358 50.797),6447,2024-06-11T03:50:00,1003.28,7.72,95.52,0,,244.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7df6,POINT (3.202 51.348),6418,2024-06-11T04:00:00,1013.84,12.38,61.35,0,4.62,294.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7df5,POINT (5.255 50.194),6472,2024-06-11T04:00:00,981.26,5.68,93.15,0,2.19,211.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7df4,POINT (4.358 50.797),6447,2024-06-11T04:00:00,1003.28,7.77,95.42,0,,249.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7df3,POINT (4.358 50.797),6447,2024-06-11T04:10:00,1003.4,7.82,95.34,0,,239.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7df2,POINT (5.255 50.194),6472,2024-06-11T04:10:00,981.48,5.67,93.27,0,2.02,214.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7df1,POINT (3.202 51.348),6418,2024-06-11T04:10:00,1013.78,12.4,60.83,0,4.04,294.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7df0,POINT (4.358 50.797),6447,2024-06-11T04:20:00,1003.5,7.95,94.79,0,,250,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7def,POINT (5.255 50.194),6472,2024-06-11T04:20:00,981.46,5.71,93.43,0,1.98,215.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dee,POINT (3.202 51.348),6418,2024-06-11T04:20:00,1013.84,12.51,60.68,0,4.02,288.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7ded,POINT (3.202 51.348),6418,2024-06-11T04:30:00,1013.8,12.63,60.19,0,4.42,289.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dec,POINT (5.255 50.194),6472,2024-06-11T04:30:00,981.5,5.79,93.6,0,1.51,214.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7deb,POINT (4.358 50.797),6447,2024-06-11T04:30:00,1003.52,7.94,94.41,0,,255.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dea,POINT (3.202 51.348),6418,2024-06-11T04:40:00,1013.84,12.69,60.08,0,4.64,285.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7de9,POINT (5.255 50.194),6472,2024-06-11T04:40:00,981.5,5.94,93.76,0,1.59,212.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7de8,POINT (4.358 50.797),6447,2024-06-11T04:40:00,1003.52,7.98,93.92,0,,255.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7de7,POINT (4.358 50.797),6447,2024-06-11T04:50:00,1003.52,8.05,93.63,0,,246,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7de6,POINT (5.255 50.194),6472,2024-06-11T04:50:00,981.51,5.96,93.84,0,2.06,208.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7de5,POINT (3.202 51.348),6418,2024-06-11T04:50:00,1013.8,12.87,60.19,0,3.37,277.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7de4,POINT (5.255 50.194),6472,2024-06-11T05:00:00,981.62,5.97,93.96,0,2.28,195.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7de3,POINT (4.358 50.797),6447,2024-06-11T05:00:00,1003.55,8.15,93.34,0,,241.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7de2,POINT (3.202 51.348),6418,2024-06-11T05:00:00,1013.91,13.01,60.12,0,3.62,276.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7de1,POINT (4.358 50.797),6447,2024-06-11T05:10:00,1003.64,8.28,93.1,0,,244.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7de0,POINT (5.255 50.194),6472,2024-06-11T05:10:00,981.63,6.18,94.14,0,1.84,193.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7ddf,POINT (3.202 51.348),6418,2024-06-11T05:10:00,1013.96,13.07,59.34,0,3.88,266.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dde,POINT (4.358 50.797),6447,2024-06-11T05:20:00,1003.74,8.51,92.23,0,,247.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7ddd,POINT (5.255 50.194),6472,2024-06-11T05:20:00,981.74,6.23,94.16,0,2.07,204.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7ddc,POINT (3.202 51.348),6418,2024-06-11T05:20:00,1013.84,13.13,58.66,0,4.08,268.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7ddb,POINT (5.255 50.194),6472,2024-06-11T05:30:00,981.86,6.4,94.34,0,2.16,204.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dda,POINT (4.358 50.797),6447,2024-06-11T05:30:00,1003.88,8.81,91.41,0,,237.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dd9,POINT (3.202 51.348),6418,2024-06-11T05:30:00,1013.96,13.28,58.6,0,4.1,264,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dd8,POINT (4.358 50.797),6447,2024-06-11T05:40:00,1003.88,9.1,89.78,0,,248.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dd7,POINT (3.202 51.348),6418,2024-06-11T05:40:00,1014.08,13.34,59.9,0,4.97,270.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dd6,POINT (5.255 50.194),6472,2024-06-11T05:40:00,981.98,6.68,94.52,0,2.26,214.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dd5,POINT (4.358 50.797),6447,2024-06-11T05:50:00,1004,9.37,88.05,0,,245,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dd4,POINT (3.202 51.348),6418,2024-06-11T05:50:00,1014.08,12.4,61.88,0,3.62,217.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dd3,POINT (5.255 50.194),6472,2024-06-11T05:50:00,981.98,6.72,94.51,0,2.08,220,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dd2,POINT (3.202 51.348),6418,2024-06-11T06:00:00,1014.08,11.99,66.96,0,5.19,203.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dd1,POINT (5.255 50.194),6472,2024-06-11T06:00:00,982.1,7.02,94.71,0,2.23,216.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dd0,POINT (4.358 50.797),6447,2024-06-11T06:00:00,1004.04,9.68,85.55,0,,250.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dcf,POINT (5.255 50.194),6472,2024-06-11T06:10:00,982.22,7.17,94.72,0,1.96,219.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dce,POINT (3.202 51.348),6418,2024-06-11T06:10:00,1014.13,11.98,69.39,0,5.64,217.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dcd,POINT (4.358 50.797),6447,2024-06-11T06:10:00,1004.12,9.98,85.13,0,,255.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dcc,POINT (5.255 50.194),6472,2024-06-11T06:20:00,982.3,7.36,94.75,0,1.99,234.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dcb,POINT (3.202 51.348),6418,2024-06-11T06:20:00,1014.2,12.65,69.19,0,6.3,240.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dca,POINT (4.358 50.797),6447,2024-06-11T06:20:00,1004.22,10.24,82.54,0,,284.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dc9,POINT (4.358 50.797),6447,2024-06-11T06:30:00,1004.24,10.51,81.03,0,,282.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dc8,POINT (3.202 51.348),6418,2024-06-11T06:30:00,1014.24,12.63,66.63,0,5.5,234.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dc7,POINT (5.255 50.194),6472,2024-06-11T06:30:00,982.45,7.5,94.67,0,1.82,240.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dc6,POINT (5.255 50.194),6472,2024-06-11T06:40:00,982.46,7.71,94.74,0,2.14,248.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dc5,POINT (4.358 50.797),6447,2024-06-11T06:40:00,1004.24,10.83,80.04,0,,284,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dc4,POINT (3.202 51.348),6418,2024-06-11T06:40:00,1014.2,12.42,64.23,0,7.44,234.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dc3,POINT (4.358 50.797),6447,2024-06-11T06:50:00,1004.35,11.26,76.98,0,,285.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dc2,POINT (5.255 50.194),6472,2024-06-11T06:50:00,982.58,7.96,94.73,0,2.3,242.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dc1,POINT (3.202 51.348),6418,2024-06-11T06:50:00,1014.13,12.47,61.27,0,6.34,220.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dc0,POINT (3.202 51.348),6418,2024-06-11T07:00:00,1014.3,11.54,65.11,0.03,6.45,202.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dbf,POINT (5.255 50.194),6472,2024-06-11T07:00:00,982.58,8.21,94.59,0,2.25,252.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dbe,POINT (4.358 50.797),6447,2024-06-11T07:00:00,1004.36,11.79,74.65,0,,281.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dbd,POINT (5.255 50.194),6472,2024-06-11T07:10:00,982.7,8.64,94.3,0,2.49,236.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dbc,POINT (3.202 51.348),6418,2024-06-11T07:10:00,1014.63,11.11,69.28,0.21,3.17,256,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dbb,POINT (4.358 50.797),6447,2024-06-11T07:10:00,1004.47,12.21,73.45,0,,267.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dba,POINT (4.358 50.797),6447,2024-06-11T07:20:00,1004.6,12.57,68.45,0,,275.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7db9,POINT (3.202 51.348),6418,2024-06-11T07:20:00,1014.56,11.14,70.28,0.2,4.01,209.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7db8,POINT (5.255 50.194),6472,2024-06-11T07:20:00,982.72,9.18,94.18,0,2.37,246.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7db7,POINT (5.255 50.194),6472,2024-06-11T07:30:00,982.94,9.5,93.78,0,2.2,269.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7db6,POINT (3.202 51.348),6418,2024-06-11T07:30:00,1014.92,11.2,70.54,0.07,3.64,224.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7db5,POINT (4.358 50.797),6447,2024-06-11T07:30:00,1004.71,12.63,65.79,0,,274.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7db4,POINT (4.358 50.797),6447,2024-06-11T07:40:00,1004.6,12.84,62.8,0,,292.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7db3,POINT (3.202 51.348),6418,2024-06-11T07:40:00,1014.93,10.94,70.69,0,2.99,226.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7db2,POINT (5.255 50.194),6472,2024-06-11T07:40:00,982.88,10.53,93.69,0,2.5,324.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7db1,POINT (5.255 50.194),6472,2024-06-11T07:50:00,982.94,10.48,92.09,0,2.97,323.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7db0,POINT (4.358 50.797),6447,2024-06-11T07:50:00,1004.6,13.1,61.37,0,,278.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7daf,POINT (3.202 51.348),6418,2024-06-11T07:50:00,1014.92,11.14,71.22,0,4.93,206.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dae,POINT (4.358 50.797),6447,2024-06-11T08:00:00,1004.64,13.35,59.08,0,,264.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dad,POINT (3.202 51.348),6418,2024-06-11T08:00:00,1015.04,11.78,72.11,0,4.03,267.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dac,POINT (5.255 50.194),6472,2024-06-11T08:00:00,982.94,10.16,91.8,0,1.79,325.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7dab,POINT (5.255 50.194),6472,2024-06-11T08:10:00,982.94,11,90.63,0,2.15,279.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7daa,POINT (4.358 50.797),6447,2024-06-11T08:10:00,1004.67,13.73,58.62,0,,250.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7da9,POINT (3.202 51.348),6418,2024-06-11T08:10:00,1015.26,12.36,72.31,0,5.19,299.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7da8,POINT (3.202 51.348),6418,2024-06-11T08:20:00,1015.27,12.36,72.39,0,4.85,302.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7da7,POINT (5.255 50.194),6472,2024-06-11T08:20:00,982.94,11.34,85.88,0,2.38,271.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7da6,POINT (4.358 50.797),6447,2024-06-11T08:20:00,1004.61,13.8,58.82,0,,255,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7da5,POINT (4.358 50.797),6447,2024-06-11T08:30:00,1004.63,13.66,56.95,0,,259.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7da4,POINT (5.255 50.194),6472,2024-06-11T08:30:00,982.7,11.73,76.68,0,2.14,240.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7da3,POINT (3.202 51.348),6418,2024-06-11T08:30:00,1015.25,12.8,72.7,0,5.08,303.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7da2,POINT (3.202 51.348),6418,2024-06-11T08:40:00,1015.28,13.15,72.74,0,5.35,307.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7da1,POINT (5.255 50.194),6472,2024-06-11T08:40:00,982.7,11.71,69.48,0,3.51,239.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7da0,POINT (4.358 50.797),6447,2024-06-11T08:40:00,1004.6,13.83,55.73,0,,246.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d9f,POINT (5.255 50.194),6472,2024-06-11T08:50:00,982.8,11.57,64.15,0,3.45,260.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d9e,POINT (3.202 51.348),6418,2024-06-11T08:50:00,1015.4,13.29,72.62,0,5.69,306.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d9d,POINT (4.358 50.797),6447,2024-06-11T08:50:00,1004.6,14.25,54.74,0,,259,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d9c,POINT (3.202 51.348),6418,2024-06-11T09:00:00,1015.48,13.42,72.54,0,5.06,303.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7d9b,POINT (5.255 50.194),6472,2024-06-11T09:00:00,982.83,11.05,61.97,0,2.62,250.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
